,bidhigh,bidlow,bidclose,bidopen,tickqty,row_count,ema,ema_slow,ema_res1,ema_res2,ema_res3,rsi,sto_k,sto_d,MediaSell,MediaBuy,MediaTriggerSell,MediaTriggerBuy,value1,peaks_min,peaks_max,trend_min,trend_max,volumenPipsDiference,volumLimitOperation,volumEnableOperation,priceInPositionSell,priceInPositionBuy,sell,zone_sell,buy,zone_buy
71,176.965,176.942,176.942,176.964,248,71,177.01739732316702,177.01739732316702,177.01739732316702,177.01739732316702,177.01739732316702,34.40234154099929,0.4472711857574127,0.5540280532139942,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
72,176.967,176.941,176.952,176.941,245,72,177.01636638153573,177.01636638153573,177.01636638153573,177.01636638153573,177.01636638153573,37.61359273603794,0.3846931289339182,0.45954335409387603,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
73,176.969,176.936,176.948,176.951,277,73,177.0153011747351,177.0153011747351,177.0153011747351,177.0153011747351,177.0153011747351,36.84066896524017,0.3259952821298205,0.3859866551899063,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
74,176.955,176.932,176.942,176.948,223,74,177.0141721635591,177.0141721635591,177.0141721635591,177.0141721635591,177.0141721635591,35.66289244452135,0.2667233077124597,0.3258039801438072,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
75,176.98,176.936,176.979,176.941,276,75,177.01363654082903,177.01363654082903,177.01363654082903,177.01363654082903,177.01363654082903,46.88269285824442,0.2875815181554508,0.29343342698427005,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
76,176.982,176.944,176.946,176.978,156,76,177.0126179763402,177.0126179763402,177.0126179763402,177.0126179763402,177.0126179763402,40.18582238886423,0.24279157329748777,0.2656988403912404,0,0,0.0,0.0,1,,,UPWARD-TREND,NOT FINDED,0.1560000000000059,0.0006,1,0,0,0,0.0,0,0.0
77,176.956,176.929,176.941,176.946,225,77,177.01155125963803,177.01155125963803,177.01155125963803,177.01155125963803,177.01155125963803,39.27507966028736,0.19864760807331233,0.2430069221385321,0,0,0.0,0.0,1,1.0,,DOWNWARD-TREND,NOT FINDED,0.17099999999999227,0.0006,1,0,0,0,0.0,0,0.0
78,176.979,176.941,176.973,176.941,207,78,177.01098324916606,177.01098324916606,177.01098324916606,177.01098324916606,177.01098324916606,47.442757845195544,0.2788935611810207,0.24011093973572373,0,0,0.0,0.0,1,,,DOWNWARD-TREND,NOT FINDED,0.17099999999999227,0.0006,1,0,0,0,0.0,0,0.0
79,176.98,176.96,176.975,176.973,202,79,177.0104587100474,177.0104587100474,177.0104587100474,177.0104587100474,177.0104587100474,47.911909595387115,0.390865139488613,0.2894688071676575,0,0,0.0,0.0,1,,,DOWNWARD-TREND,NOT FINDED,0.17099999999999227,0.0006,1,0,0,0,0.0,0,0.0
80,176.975,176.963,176.967,176.975,250,80,177.0098318344538,177.0098318344538,177.0098318344538,177.0098318344538,177.0098318344538,46.146510681422896,0.4442006926935286,0.3713198385874574,0,0,0.0,0.0,1,,,DOWNWARD-TREND,NOT FINDED,0.17099999999999227,0.0006,1,0,0,0,0.0,0,0.0
81,176.985,176.967,176.968,176.967,286,81,177.00923465605916,177.00923465605916,177.00923465605916,177.00923465605916,177.00923465605916,46.410963717799724,0.49262355429835686,0.4425631677704564,0,0,0.0,0.0,1,,,DOWNWARD-TREND,NOT FINDED,0.17099999999999227,0.0006,1,0,0,0,0.0,0,0.0
82,177.022,176.963,177.007,176.968,324,82,177.0092030795199,177.0092030795199,177.0092030795199,177.0092030795199,177.0092030795199,55.53489250824959,0.5848738499517601,0.5072327378017885,0,0,0.0,0.0,1,,,DOWNWARD-TREND,NOT FINDED,0.17099999999999227,0.0006,1,0,0,0,0.0,0,0.0
83,177.064,177.0,177.064,177.006,437,83,177.00996960946893,177.00996960946893,177.00996960946893,177.00996960946893,177.00996960946893,64.8944479127913,0.6603513537347698,0.579282957134271,0,0,0.0,0.0,1,,1.0,DOWNWARD-TREND,DOWNWARD-TREND,0.12299999999999045,0.0006,1,0,0,0,0.0,0,0.0
84,177.074,177.052,177.052,177.062,295,84,177.0105517348209,177.0105517348209,177.0105517348209,177.0105517348209,177.0105517348209,61.95295689900798,0.7043673043299749,0.6498642036218194,0,0,0.0,0.0,1,,,DOWNWARD-TREND,DOWNWARD-TREND,0.12299999999999045,0.0006,1,0,0,0,0.0,0,0.0
85,177.054,177.013,177.022,177.054,331,85,177.010708746667,177.010708746667,177.010708746667,177.010708746667,177.010708746667,55.24546923472012,0.6960344447138199,0.6869177294847969,0,0,0.0,0.0,1,,,DOWNWARD-TREND,DOWNWARD-TREND,0.12299999999999045,0.0006,1,0,0,0,0.0,0,0.0
86,177.032,177.009,177.02,177.021,359,86,177.01083494826108,177.01083494826108,177.01083494826108,177.01083494826108,177.01083494826108,54.8215131951057,0.6862602573475427,0.6955540251200384,0,0,0.0,0.0,1,,,DOWNWARD-TREND,DOWNWARD-TREND,0.12299999999999045,0.0006,1,0,0,0,0.0,0,0.0
