,date,bidclose,tickqty,ema,ema_slow,ema_res1,ema_res2,ema_res3,tickqtyLIMIT,volumHight,value1,peaks_min,peaks_max,sell,zone_sell,buy,zone_buy,hma_fast,hma_slow,hma_big1slow,hma_big2slow,hma_big3slow,signal_sell,signal_buy
452,2023-02-15 14:01:00,1.06859,673,1.0685022762398075,1.0686073333952042,1.0687757677991694,1.0688994202853448,1.0705193937503428,400,1,1,,,1,0.0,0,0.0,1.0685022762398075,1.0686073333952042,1.0687757677991694,1.0688994202853448,1.0705193937503428,0.0,0.0
453,2023-02-15 14:02:00,1.06851,853,1.0685061381199037,1.0685748889301363,1.068716708288243,1.068839509472215,1.0704991840848626,400,1,1,,,1,0.0,0,0.0,1.0685061381199037,1.0685748889301363,1.068716708288243,1.068839509472215,1.0704991840848626,0.0,0.0
454,2023-02-15 14:03:00,1.06853,648,1.0685180690599518,1.0685599259534242,1.0686752175575225,1.0687918926303357,1.0704793809576127,400,1,1,,,1,0.0,0,0.0,1.0685180690599518,1.0685599259534242,1.0686752175575223,1.0687918926303357,1.0704793809576127,0.0,0.0
455,2023-02-15 14:04:00,1.06858,572,1.068549034529976,1.0685666173022828,1.0686540581002952,1.06875929376413,1.0704602818360591,400,1,1,,,1,0.0,0,0.0,1.068549034529976,1.0685666173022828,1.0686540581002952,1.0687592937641301,1.0704602818360591,0.0,0.0
456,2023-02-15 14:05:00,1.068,566,1.068274517264988,1.0683777448681886,1.0685087118557854,1.0686424793388791,1.0704355452085463,400,1,1,,,1,0.0,0,0.0,1.068274517264988,1.0683777448681886,1.0685087118557854,1.0686424793388793,1.0704355452085463,0.0,0.0
457,2023-02-15 14:06:00,1.068,525,1.068137258632494,1.0682518299121255,1.068395664776722,1.0685436363636671,1.070411059842559,400,1,1,,,1,0.0,0,0.0,1.068137258632494,1.0682518299121257,1.068395664776722,1.0685436363636671,1.0704110598425587,0.0,0.0
458,2023-02-15 14:07:00,1.06781,539,1.067973629316247,1.0681045532747504,1.0682655170485618,1.0684307692307953,1.0703849131970606,400,1,1,1.0,,1,0.0,0,0.0,1.067973629316247,1.0681045532747504,1.0682655170485618,1.0684307692307953,1.0703849131970606,0.0,0.0
459,2023-02-15 14:08:00,1.06811,533,1.0680418146581234,1.0681063688498336,1.068230957704437,1.0683814201183652,1.070362047410531,400,1,1,,,0,-1.0,0,0.0,1.0680418146581234,1.0681063688498336,1.068230957704437,1.0683814201183652,1.0703620474105313,-1.0,0.0
460,2023-02-15 14:09:00,1.06816,594,1.0681009073290617,1.068124245899889,1.0682151893256733,1.0683473554847704,1.0703399162542382,400,1,1,,,0,0.0,0,0.0,1.0681009073290617,1.068124245899889,1.0682151893256733,1.0683473554847704,1.0703399162542382,0.0,0.0
461,2023-02-15 14:10:00,1.06875,699,1.0684254536645308,1.068332830599926,1.0683340361421905,1.0684093007948057,1.0703239387752252,400,1,1,,1.0,0,0.0,0,0.0,1.0684254536645308,1.068332830599926,1.0683340361421905,1.0684093007948057,1.0703239387752252,0.0,0.0
462,2023-02-15 14:11:00,1.06866,602,1.0685427268322654,1.0684418870666172,1.0684064725550373,1.068447869903297,1.070307219080192,400,1,1,,,0,0.0,0,0.0,1.0685427268322654,1.0684418870666172,1.0684064725550373,1.068447869903297,1.070307219080192,0.0,0.0
463,2023-02-15 14:12:00,1.06856,443,1.0685513634161323,1.0684812580444116,1.068440589765029,1.0684651206874052,1.0702896642833482,400,1,1,,,0,0.0,0,0.0,1.0685513634161325,1.0684812580444116,1.068440589765029,1.0684651206874052,1.0702896642833482,0.0,0.0
464,2023-02-15 14:13:00,1.06851,414,1.0685306817080664,1.0684908386962746,1.0684560142616892,1.0684720251970352,1.0702717852353103,400,1,1,,,0,0.0,0,0.0,1.0685306817080664,1.0684908386962746,1.0684560142616892,1.0684720251970352,1.0702717852353103,0.0,0.0
465,2023-02-15 14:14:00,1.06814,420,1.0683353408540333,1.068373892464183,1.068385788870203,1.0684209443974917,1.0702503707301887,400,1,1,,,0,0.0,0,0.0,1.0683353408540333,1.068373892464183,1.068385788870203,1.0684209443974915,1.0702503707301887,0.0,0.0
466,2023-02-15 14:15:00,1.06839,840,1.0683626704270166,1.0683792616427887,1.0683867246768248,1.0684161837209545,1.0702316844526305,400,1,1,,,0,0.0,0,0.0,1.0683626704270166,1.0683792616427887,1.0683867246768248,1.0684161837209543,1.0702316844526303,0.0,0.0
467,2023-02-15 14:16:00,1.06818,550,1.0682713352135085,1.0683128410951923,1.068340785859753,1.0683798477638844,1.070211078486367,400,1,1,,,0,0.0,0,0.0,1.0682713352135083,1.0683128410951925,1.0683407858597527,1.0683798477638844,1.070211078486367,0.0,0.0
468,2023-02-15 14:17:00,1.06837,616,1.0683206676067545,1.068331894063462,1.0683472778909189,1.0683783327232867,1.0701925894511222,400,1,1,,,0,0.0,0,0.0,1.0683206676067543,1.0683318940634619,1.0683472778909189,1.0683783327232867,1.0701925894511222,0.0,0.0
469,2023-02-15 14:18:00,1.06825,849,1.068285333803377,1.068304596042308,1.068325660581826,1.0683585892273966,1.070173082791325,400,1,1,,,0,0.0,0,0.0,1.068285333803377,1.0683045960423079,1.0683256605818259,1.0683585892273966,1.070173082791325,0.0,0.0
470,2023-02-15 14:19:00,1.06833,738,1.0683076669016884,1.0683130640282053,1.0683266248969758,1.0683541908847205,1.0701545770253067,400,1,1,,,0,0.0,0,0.0,1.0683076669016884,1.0683130640282053,1.0683266248969758,1.0683541908847203,1.0701545770253067,0.0,0.0
471,2023-02-15 14:20:00,1.06808,621,1.0681938334508445,1.0682353760188037,1.0682718193643146,1.0683120076716863,1.0701337487876874,400,1,1,,,0,0.0,0,0.0,1.0681938334508443,1.0682353760188035,1.0682718193643146,1.0683120076716863,1.0701337487876874,0.0,0.0
472,2023-02-15 14:21:00,1.06766,672,1.0679269167254222,1.0680435840125355,1.068135859505578,1.0682116987991193,1.0701089151874763,400,1,1,,,0,0.0,0,0.0,1.0679269167254222,1.0680435840125357,1.068135859505578,1.0682116987991193,1.0701089151874763,0.0,0.0
473,2023-02-15 14:22:00,1.06731,773,1.067618458362711,1.0677990560083572,1.0679523351710052,1.0680729759069472,1.070080819778977,400,1,1,,,0,0.0,0,0.0,1.067618458362711,1.0677990560083572,1.0679523351710052,1.0680729759069472,1.070080819778977,0.0,0.0
474,2023-02-15 14:23:00,1.06674,908,1.0671792291813555,1.0674460373389048,1.0676829273552262,1.0678679026904938,1.0700472876932243,400,1,1,,,0,0.0,0,0.0,1.0671792291813555,1.0674460373389048,1.0676829273552262,1.0678679026904938,1.0700472876932245,0.0,0.0
475,2023-02-15 14:24:00,1.06668,760,1.066929614590678,1.0671906915592697,1.0674600546096205,1.067685148430418,1.0700134928813676,400,1,1,1.0,,0,0.0,0,0.0,1.066929614590678,1.0671906915592697,1.0674600546096205,1.067685148430418,1.0700134928813676,0.0,0.0
476,2023-02-15 14:25:00,1.06673,631,1.0668298072953388,1.06703712770618,1.0672978202519272,1.067538202518046,1.0699805418845365,400,1,1,,,0,0.0,0,0.0,1.0668298072953388,1.0670371277061799,1.0672978202519272,1.067538202518046,1.0699805418845365,0.0,0.0
477,2023-02-15 14:26:00,1.06722,678,1.0670249036476696,1.0670980851374532,1.06728052686261,1.0674892482845004,1.0699528412407713,400,1,1,,,0,0.0,0,0.0,1.0670249036476696,1.0670980851374532,1.06728052686261,1.0674892482845004,1.0699528412407713,0.0,0.0
478,2023-02-15 14:27:00,1.06741,619,1.0672174518238349,1.067202056758302,1.067309298670919,1.067477056240731,1.0699273272624863,400,1,1,,,0,0.0,0,0.0,1.0672174518238347,1.067202056758302,1.067309298670919,1.067477056240731,1.0699273272624865,0.0,0.0
